,question_text,question_topic
623,Which pants have a longer inseam- the Future Classics Jogger or the Great Wall Pant?,Product Comparison
624,Which boys jacket would you say is thicker and/or warmer- (Style code: 0400090933443) or the (Style code: 0400092173498)?,Product Comparison
625,Which product contains more nitric oxide per serving: DAS Labs Bucked Up - Blood Raz or the PMD Pump Fuel Insanity - Ballistic Blue Razz?,Product Comparison
626,Do you have any methyl B-12 supplements I can look at and possibly order?,Product Availability
627,Im thinking about getting either of these bel sanders [Internet #203362568] and [Internet #206346534]. Do you happen to know what the gear housing in made out of on each of those?,Product Comparison
628,I'm looking to get either the Breville Smart Oven Pro with Light or the KitchenAid Digital Countertop Oven. Which is larger?,Product Comparison
629,"I would love to know if you have any men's Rockport boots that are suitable for snow and ice, size 11, in black, in the $75 price area? My brother really needs some new boots and he's very picky.",Product Availability
630,I'm looking for a new choker. Do you have anything in purple?,Product Availability
631,"I really like the Effacernes Waterproof Protective Undereye Concealer, but my complexion is very dark. Do you have this concealer in a dark tone at all?",Product Availability
632,Do you have any methyl B-12 supplements I can look at and possibly order?,Product Availability
633,Which mens jacket would you say is thicker and/or warmer- the Softshell Puffer Jacket or the Hooded Bomber Jacket?,Product Comparison
634,I'm looking for a pair of stud earrings that feature a solitaire green stone in silver hardware. Have you got any like this in stock right now?,Product Availability
635,Which boys jacket would you say is thicker and/or warmer- the Boys Quilted Jacket or the Boys Melton Toggle Coat?,Product Comparison
636,"Hey, do you sell a heated passenger side mirror replacement for a 2014 Scion fr-s in black? My son took mine off coming out of the garage.",Product Availability
637,"I'm looking to get either of these toaster ovens, (SKU: 3179272) or the (SKU: 2058998). Which is larger?",Product Comparison
638,"If I take a gift card to one of your shop locations, will they be able to tell me what the balance is?",Omnichannel
639,"Could you tell me about when I'd receive the Asos Playdate High Heels (product code: 975727) which is a gift for my girlfriend, if I order tomorrow and it's being shipped to Bristol, BS1 1GB?",Shipping
640,"Could you tell me about when I'd receive the ballet flats 1064962 if I order tomorrow and it's being shipped to Salt Lake City, UT 84101?",Shipping
641,"Could you tell me about when I'd receive these flats 61686801 if I order tomorrow and it's being shipped to Salt Lake City, UT 84101?",Shipping
642,"Could you tell me about when I'd receive the knockout leggings AK-340-813 if I order tomorrow and it's being shipped to Salt Lake City, UT 84101?",Shipping
643,Do you ever send out coupons to subscribers of your e-mail list?,Sales/Promotions
644,"Could you tell me about when I'd receive the Kids' Block Heel Ballerina (T721949G) if I order tomorrow and it's being shipped to Bristol, BS1 1GB?",Shipping
645,"Could you tell me about when I'd receive the Item: 4906561 if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
646,"Could you give me an estimated cost on shipping the item # : VS-2268/1565597 with your fastest shipping speed to Pittsburgh, PA?",Shipping
647,"Hey, I saw Product Code: 147103 marked down and was just wondering, how long will this be discounted for, do you know?",Sales/Promotions
648,"Could you tell me about when I'd receive Item #483217A89 if I order tomorrow and it's being shipped to Salt Lake City, UT?",Shipping
649,"I may create an account on your website but if I do, what kind of promotions will I be able to get?",Sales/Promotions
650,"Could you tell me about when I'd receive these flats X3CVM if I order tomorrow and it's being shipped to Salt Lake City, UT 84101?",Shipping
651,"I want to order the #5-396754 but wanted to ask if you have an expedited shipping option available if being sent to Hartford, CT?",Shipping
652,"Could you tell me about when I'd receive the bow ballet flats 625352 if I order tomorrow and it's being shipped to Salt Lake City, UT 84101?",Shipping
653,"Hey, I saw the joan of arctic 7333234 marked down and was just wondering, how long will this be discounted for, do you know?",Sales/Promotions
654,"If I were to buy the STYLE NO. 54868, could I have it sent to a house in Ottawa up in Canada? I didn't know if that was considered international shipping or not.",Shipping
655,Do you know if you have any cleansing wipes available at a discount right now? I'm looking for a good deal because they can get a little expensive.,Sales/Promotions
656,"If I sign up for Amazon Prime, what kind of benefits would I get other than free 2 day shipping?",Sales/Promotions
657,"Could you give me an estimated cost on shipping Item #802248 with your fastest shipping speed to Pittsburgh, PA?",Shipping
